DHCP-hash	DHCP-FP	FingerBank-Device-name	Score%
5b4a7b97f8bf07a8a802450467441dc8	6,3,1,15,66,67,13,44,43,58,59,42,2,12	Monitoring and Testing Device/APC/APC UPS	87
65c5b12e0859fca26c373b3cbfd3474d	1,3,6,12,15,28,42,40,38,23,37,44,39,19,26	Printer or Scanner/Lexmark Printer	87
dbce51eb241be624891557a8468e18bc	1,3,6,15,42,66,150	VoIP Device/Cisco VoIP/Cisco IP Phone	87
9fc8200cc5c5e2d9e3f30188fceb8efe	1,2,3,6,12,15,28,40,42	Operating System/Linux OS/FortiOS	87
08effb296fa6c73921e5858c513bd7b2	1,3,6,12,15,66,69,70,67	Router, Access Point or Femtocell/Router/D-Link Wireless Router	87
08d411df72086abf863b16ea30d54ebd	1,3,44,6,81,7,12,15,22,54,58,59,69,18,144	Printer or Scanner/HP Printer	87
f379132fcd0ada3ff4de988a4f85c77d	6,3,1,15,12,66,67,13,44	Printer or Scanner/HP Printer	87
1db973614a1ff05a5a2b440e158804b2	1,3,6,15,44,46,47,57	Operating System/Windows OS/Microsoft Windows Kernel 4.x/Microsoft Windows Kernel 4.10	87
bda34694562ebef7a797b3c390cdeaa1	1,28,2,3,15,6,12,44,47,26	Operating System/Linux OS/Debian-based Linux	87
f4581f7d7a41a03c947f854a08c35801	1,2,3,6,15,88,42,44,46,47	Router, Access Point or Femtocell/Router/2Wire(Pace) Residential Gateway Router	87
8e3844f06fb2b9bd5e0653d22457ea92	1,3,6,44,12,15,4,69,70,42	Printer or Scanner/Toshiba Printer/Toshiba Multifunction Printer	87
6c2922c236e88856ebbba3fe9107039d	3,1,6,15,12	Router, Access Point or Femtocell/Router/Netgear Router	87
2d91b548d2249039f50ae0d1d205a346	1,3,6,12,15,28,40,41,42	DD-WRT Router, or amazon kindle firmware 3.1	50
dbf9236ee5dfb605a1bf3f4d116c0a39	1,3,15,160,66,3,4,54,42,2,6,15	VoIP Device/Polycom VoIP/Polycom SoundStation IP/Polycom SoundStation IP 6000	87
edbb2d038cd2a610e7692549a124a277	1,3,42	Audio, Imaging or Video Equipment/IP Camera/Arecont Vision IP Camera	87
530c763acb1d6bf95887910cf33aef0c	1,3,43,44,46,47,6,33,121	Router, Access Point or Femtocell/Router/TP-Link Wireless LAN Router	87
df58f1953c9c5e0c80b57d6fe30982bf	3,1	Switch and Wireless Controller	87
c00f99b0ca5fc90f9f8e33eb5fa4a6e2	1,3,6,12,15,28,42	Operating System/Linux OS	29
60ecc8fe75db58a0fe838387964673c0	1,3,42,4,6,7,12,15,26,44,51,54,58,59,190	Printer or Scanner/Lexmark Printer	87
8b44420a54206a3071e2ee5a09222bf5	15,3,6,44,46,47,31,33,249,43	Operating System/Windows OS/Microsoft Windows kernel 5.x/Microsoft Windows Kernel 5.1,5.2	87
320375be93eb957c85d8dc6942db8e13	1,15,3,6,44,46,47,31,33,121,249,43,0,176,67	Operating System/Windows OS/Microsoft Windows Kernel 6.x/Microsoft Windows Kernel 6.0	87
e36baf23a05a57ed641f6d09dbc259ea	1,3,6,15,28,54	Router, Access Point or Femtocell/Router/Cisco/Linksys Router	87
9f1803224f59d6aa7534ef6367f48c28	1,3,6,12,15,28,4,72	LG G2 F320	50
1cec4fdbf36172a65a83d32f678b28ec	1,3,6,12,15,17,23,28,29,31,33,40,41,42,66,72,150	VoIP Device/Nortel VoIP/Nortel IP Phone Model 1535	87
a7e55768537d4a56dbf0e0448974badf	1,3,6,42,43,66,159,160	VoIP Device/Aastra VoIP	87
636b95a6f9e9d23261bb9234ae1536d6	1,3,6,7,12,26,44,51,54,58,59,190	Printer or Scanner/HP Printer	87
07b959262356196585c4c7a14cfcda9b	6,3,1,15,66,67,13	Printer or Scanner/HP Printer	87
fd8609c983aa8f9c7fac268e5d96296e	1,3,42,4,6,7,12,15,26,51,54,58,59	Printer or Scanner/Lexmark Printer	87
5d33507e5c9467311defd7d335f49c52	1,3,15,242,4,54,42,2,6	VoIP Device/Polycom VoIP/Unidentified Polycom	87
2557990ec5b9521682949b6eac3548ee	6,3,1,15,66,67,13,12,44,2,42	Printer or Scanner/Brother Printer	87
893b08c86e01378e8b46f1d6e5dfc445	1,3,6,12,15,28,33,40,41,42,44,46,47,121,249	Router, Access Point or Femtocell/Router/D-Link Wireless Router	87
aea7e0d3532f34f2c6e6ca8680120aa1	1,121,33,3,6,12,15,26,28,51,54,58,59,119	Operating System/Google OS/Chrome OS	87
dd6c7cecda0c02f2c1310dedae28e1bf	1,3,6,12,15,44,46,47	Router, Access Point or Femtocell/Router/Cisco/Linksys Router	87
8564ddc922b1e41b5f60d7bde45609af	1,28,2,3,15,6,12,121,249,252,42	Operating System/Linux OS/Generic Linux	87
493b4e97b8c1b7f7762173ed8daf5962	1,3,6,15,33,44,46,47,121	Router, Access Point or Femtocell/Router/D-Link Wireless Router	87
41d306470a4c75917c0de92e3a3a8a70	1,15,3,6,44,46,47,31,33,121,249,43,0,112,98	Operating System/Windows OS/Microsoft Windows Kernel 6.x/Microsoft Windows Kernel 6.1	87
f09395de9ee5a8fdfbc85d4796f2ea1c	1,3,12	Switch and Wireless Controller/HP ProCurve Switches/HP ProCurve 1800-8G	87
00867f74ee12151d546180e16fdd7ec6	1,3,6,43	Network Boot Agent/Etherboot/gPXE	87
380c4749944cdab6c6658ba25d1e450d	3,44,6,7,12,15,22,54,58,59,69,18,144	Printer or Scanner/HP Printer	87
eef44839a8809e3d073425da685b614c	1,28,2,121,3,15,6,12	Phone, Tablet or Wearable/Nokia Asha Phone	87
31c71ffa52efc989a291d00979e3f829	1,3,6,12,15,28,40,41,42,121	Router, Access Point or Femtocell/Router/Cisco/Linksys Router	87
b76c41cc46f78b685a94f33d225f5935	1,3,6,15,43,44,46,47,33,121,249	Operating System/Windows OS/Windows Phone OS/Windows Phone 8.0	87
15244a12b6803421f419d6ba81394165	1,3,6,12,15,28,33,121	Router, Access Point or Femtocell/Router/Netgear Router	87
a0c40127e0bce65e1d1302674e2b6882	54,51,58,59,1,3,6,15,28,139,2,42,66	VoIP Device/UniData IP Phone	87
51ab686b984b598e9f470417170bbb52	1,28,2,3,15,6,12,42	Operating System/Linux OS/Debian-based Linux	87
38819f7cad6a17a46e2f7dfb3b3b7b92	1,3,12,6,15,23,44,47	Printer or Scanner/Kyocera Printer	87
56769c78aa426d2e6bb2f3275190d086	1,3,7	Video Conferencing/Tandberg	87
e846318159bec141251c77040360cd5e	1,28,3,6,15,42,242	VoIP Device/Avaya IP Phone	87
8a1ae729e57846ea890423bd828300c9	1,3,43,44,46,47,6	Router, Access Point or Femtocell/Router/TP-Link Wireless LAN Router	87
73e2b4edc8b356a015fc95facf6d2ed9	1,3,6,15,112,113,78,79,95,44,47	Operating System/Apple OS/Mac OS X or macOS/Mac OS X	87
95429514c61ba503c9786e261aed0f2a	58,59,1,28,121,33,3,12,119,15,6,40,41,42,26,17,120,9,7,44,45,46,47	Datacenter Appliance/VMware vCenter Server Appliance	73
ea716e61d4b83e8576a03aff795848fb	3,22,23,1,24,33,35,6,15	Router, Access Point or Femtocell/Router/Quanta Microsystems Router	87
f38c33e4b7e75a4deeb7657a36fe1b72	3,7,44,51,54,58,59,12,15,144,18	Printer or Scanner/HP Printer	87
fb59744034c4dbdcd3f77e628debc0e4	1,3,6,12,15,28,42,44	Router, Access Point or Femtocell/Router/TP-Link Wireless LAN Router	87
2573cd779d0f285a1d1656dec76385ea	6,3,1,15,66,67,13,44	Epson Projectors	50
ba253caae2650981e0e26f5a7fce4ac3	12,6,15,1,3,28,120	Operating System/Symbian OS	73
a1a9b18508029b972ae5260c34e8d927	1,33,3,6,15,28,44,51,58,59,119	Phone, Tablet or Wearable/Generic Android/Motorola Android	87
50ef04cd4d16441d23c25c79b41871ef	1,28,3,15,6,12,44,81,78,79,116,2,42,58,59,69,119	Printer or Scanner/Xerox Printer	87
49e84f201db33403449de82b8021cffa	1,3,44,6,7,12,252,15,22,54,58,59,69,18,43,119,81,153,154	Printer or Scanner/HP Printer	87
395425ed01b43da819222fed634d7488	1,66,6,3,67	Switch and Wireless Controller/Cisco Switches/Cisco Catalyst 29xx	87
bea424f2edc51d994d82109dc076f73b	1,28,3,58,59,6,15,78,79,12,44,46,69,116,66,67	Printer or Scanner/Xerox Printer	87
854d6fae5ee42911677c739ee1734486	202	Monitoring and Testing Device/HP iLO Agent	87
a61d8912d8181cf0e6262023221d622a	1,3,6,15,35,66,150	VoIP Device/Cisco VoIP/Cisco IP Phone	87
779fe10a27d7e40626cdf4d0458cdf46	1,15,3,6,44,46,47,31,33,249,43,171,172	Operating System/Windows OS/Microsoft Windows XP for embedded devices	87
4843835e6dbba87fe1c19afc90753a05	1,3,4,23,67,66,43,6,15	Switch and Wireless Controller/HP ProCurve Switches	87
1216a5ede9ac49b35e27da89707b5885	1,28,2,3,15,6,12	Operating System/Linux OS/Debian-based Linux	87
3b23c752af2d3659c7623a343a32c818	1,2,3,6,12,15,26,28,88,44,45,46,47,70,69,78,79	Printer or Scanner/Xerox Printer	51
ac1ec361f34761f44885766efbb6ed77	1,3,6,15,28,12,7,9,42,48,49,137,211,212,213,214,219	Thin Client/Neoware e100 NeoLinux	87
a28c472812cbba32e26dfaadfab6d61b	1,3,6,12,15,23,28,29,31,33,40,41,42,44	Router, Access Point or Femtocell/Wireless Access Point/Buffalo WAP	87
0b21735e550202d6c98976710bf21990	1,3,6,7,12,15,18,23,26,44,46,51,54,58,59,78,79,81	Printer or Scanner	87
bb622ad6645ab4c9dc5e3f702674d8f1	1,3,6,12,51,58,59	Operating System/Embedded OS/Java ME OS	87
1eb60f5b63e7f9879ffd05eed8c814b0	1,3,6,12,15,28,50,33	Router, Access Point or Femtocell/Router/Belkin Wireless Router	87
1315b8ceeb55bdfdfa64f23c25da8a7c	1,3,6,15,28,33,40,41,42,51,58,59,119,121	Printer or Scanner/Kyocera Printer	87
15ba9bee40d90b3cc14b969d8999e7fd	1,3,6,12,15,17,26,28,40	Thin Client/Generic Thin Client	87
af49fb4d6460ababaa395b0f028faf6e	1,3,6,12,42,44,51,54,58,59,128,66,120,129,130,131,132,133,134,135,224,138,125,43,178,179	VoIP Device/Mitel IP Phone	88
e8d21fd0ba976a267649b3615c8bdd8f	1,3,6,15,44	Konica Minolta Multifunction Printer	50
6224015dcaea666d4187caaf4d99a5da	1,3,44,6,7,12,15,22,54,58,59,69,18,43	Printer or Scanner/HP Printer	87
b3608a3037645ab2af4ed8379ba48d85	1,15,3,6,44,46,47,31,33,121,249,43,195	Operating System/Windows OS/Microsoft Windows Kernel 6.x/Microsoft Windows Kernel 6.0	87
bb969a90213dec8f4222379835716010	54,51,58,59,1,3,6,15,28	Audio, Imaging or Video Equipment/MagicJack Plus	87
c04c1c74934310b9dad50d91081fea65	1,3,6,15,33,43,44,46,47,121	Operating System/Windows OS	87
4ec01a78c3e69e723224dba5a9427cfa	1,3,6,12,15,28,33,121,249	Router, Access Point or Femtocell/Router/Netgear Router	87
e2451f86cfa6ea9831a5bcf44f159b18	1,3,4,6,12,42	Video Conferencing/VBrick Multimedia System	87
026c8aa8643ff6c92a7e5884ac4a2ef5	1,15,3,6,44,46,47,31,33,121,249,43,0,188,67	Operating System/Windows OS/Microsoft Windows Kernel 6.x/Microsoft Windows Kernel 6.0	87
b232231c3a0346b5d70af36a15e60504	1,15,3,6,44,46,47,31,33,43,252,12	Operating System/Windows OS/Microsoft Windows kernel 5.x/Microsoft Windows Kernel 5.0	87
63f916c6aa2961b0f3a4020be9ca94bf	1,3,28,6,66,150	VoIP Device/2N TELEKOMUNIKACE Helios Phones VoIP	87
8d63fcbebb909bccbe9981f385015941	1,3,6,15,119,78,79,95,252	Operating System/Apple OS/iOS	87
281c0346c008127a6a570d87660684f0	1,3,6,42,43,2,66,159,160	VoIP Device/Aastra VoIP	87
d51a4c5fc1daabe2eca71d999d64af55	1,2,3,6,12,15,28,42,43,120	VoIP Device/Siemens VoIP/Siemens optiPoint WL2 Professional	88
9cdba26b8c0157b1cbba1c08125b3f13	1,15,3,6,44,46,47,31,33,121,249,43,0,80	Operating System/Windows OS/Microsoft Windows Kernel 6.x/Microsoft Windows Kernel 6.1	87
6179df80b66fa84d295087eddd9868c2	1,3,6,12,15,23,28,29,31,33,40,41,42	Operating System/Linux OS/Generic Linux	87
11f40578a0f8c6fd2ebfa166d54cae75	1,28,160,66,43,3,4,42,2,6,15,7	VoIP Device/Polycom VoIP/Polycom Conference IP Phone	87
8940752701490eaf4ef9659d3d6a7f5c	1,2,3,4,7,6,15	Audio, Imaging or Video Equipment/Video Equipment (Smart TV, Smart Players, etc.)/Replay TV	87
d3b7141cc53de75612269673c8f94f66	1,33,3,6,12,15,28,51,58,59,119	Operating System/Google OS/Android OS	87
7dda7f93739a0e98b861feb94e37d570	1,28,3,43,128,131,144,157,188,191,205,219,223,232,247,251,58,59,66	VoIP Device/Nortel VoIP/Nortel IP Phone	87
d0bc4ce5154c75960c20edb2b4be0513	1,15,3,6,44,46,47,31,33,121,249,43,0,32,176,67	Operating System/Windows OS/Microsoft Windows Kernel 6.x/Microsoft Windows Kernel 6.0	87
a5cc66ae8937a99c79d9d5327d56db0a	3,6,15,44,47	Printer or Scanner/Canon Printer	87
4867a5bf83a98e1f33f2b3898dec7ac1	1,28,2,3,15,6,12,43,191,186,187,188,189	Router, Access Point or Femtocell/Wireless Access Point/Motorola WAP/Motorola AP	70
148ea9f796f99288e3ef23bbb98f6051	15,3,6,44,46,47,43,77	Operating System/Windows OS/Microsoft Windows Kernel 4.x/Microsoft Windows Kernel 4.10	87
1dbd88f6451f4c547d471b70f8255c1e	1,15,3,6,44,46,47,31,33,121,249,43,0,112,64	Operating System/Windows OS/Microsoft Windows Kernel 6.x/Microsoft Windows Kernel 6.0	87
55a8cd049c94b4f4bcd7b73709748522	1,121,33,3,6,28,42,51,58,59	Unknown Android	50
64e1f9134d3aa92cc59111b7346c7d3f	1,28,3,160,66,4,42,2,6,15,128,144,157,191	VoIP Device/Polycom VoIP/Polycom Conference IP Phone	87
263a7a64616a60145e3e802333d121a7	1,3,6,7,15,66,151,152	VoIP Device/Polycom VoIP/Polycom Conference IP Phone	87
6326e41f8894adb6c6654f1c0c9fad73	58,59,6,15,44,51,54,1,3	Printer or Scanner/Panasonic Printer/Panasonic MB2030CX	87
033da7bae38b52a64fddeda3d5d9878a	1,3,6,12,15,28,33,58,59	Gaming Console/Nintendo Gaming Console/Nintendo Wii	87
cce1837e21aebab3db1e3c860563755a	1,28,2,121,3,15,6,12,119	Storage Device/NAS4FREE NAS	87
b2dabbea6b57bb4bb81530b6649a42f7	1,33,3,6,15,28,44,51,58,59	Phone, Tablet or Wearable/Generic Android/Motorola Android	87
d0f328120ece80f978e2756aa885a344	1,15,3,6,44,46,47,31,33,121,249,43,0,64,112	Operating System/Windows OS/Microsoft Windows Kernel 6.x/Microsoft Windows Kernel 6.0	87
d32f76558ab9c926497e4a50b4fc453e	1,15,3,6,44,46,47,31,33,121,249,43	Operating System/Windows OS	87
5eb6aef25b9d4f216c710112b2e569fb	1,3,6,12,15,17,23,28,29,31,33,40,41,42,66	VoIP Device/Nortel VoIP/Nortel IP Phone Model 1535	87
38ff29fbad10e9c818690b990d867626	1,28,3,6,15,33,42,2,43	VoIP Device/Siemens VoIP/Siemens optiPoint 410/420	87
29afe8d77f92419dcefc0e3261f3e0cc	1,2,3,6,12,15,26,28,85,86,87,88,44,45,46,47,70,69,78,79,120	Printer or Scanner/Xerox Printer	73
bd0a1fe09d674974abec8d6e713e0ae6	1,3,6,15,31,33,43,44,46,47,249	Router, Access Point or Femtocell/Router/Tenda Wireless Router	87
523dd6308c7241592b5ad602538e73dd	1,15,3,6,44,46,47,66	VoIP Device/Sipura VoIP Adaptor	87
4454918b1cf7185d9bc65c2be43f19c1	1,121,3,33,6,42	Router, Access Point or Femtocell/Router/MikroTik (RouterOS) Router	87
6e09934b78cd24eae24049edecd9e77c	1,28,2,3,15,6,119,12	Operating System/Linux OS/Debian-based Linux	87
41a3f18826eb2acfd89340484e0818f0	1,3,6,12,15,28,43,66,125	Operating System/Google OS/Android OS	87
d165bfca4168f21d39f9692a9d1014c9	1,3,6,12,15,120,242	Video Conferencing/Tandberg/Tandberg 1000	73
7640efd95cc17edd9c42701966512588	1,3,4,6,12,15,28,42,43,60	Router, Access Point or Femtocell/Wireless Access Point/Aruba WAP	87
9b83b0537ee0c5a458c05da8ff8df896	1,2,3,6,12,15,28,42,43,44	Router, Access Point or Femtocell/Wireless Access Point/Ruckus WAP	87
547183674e5075005cd3abc3d706de98	3,22,23,1,24,33,35,6,15,44,11	Printer or Scanner/Zebra Printer	87
0460db308a84c60805a1a587fc487503	1,28,3,160,66,4,42,2,6,15	VoIP Device/Polycom VoIP/Polycom Conference IP Phone	87	
7a9e0b8f3c95b14b48095ce29dfa4efa	1,3,6,12,15,17,23,28,29,31,33,40,41,42,9,7,44,45,46,47	Operating System/Linux OS/SUSE Linux/Novell Desktop	87	
0393b143018d7651322ce636aa1dd323	1,3,6,15,28,33,43,44,58,59	Monitoring and Testing Device/HP iLO Agent	87	
415aac222be7cd21bc2e4c12a9cc9776	1,28,3,15,6,12,44,78,79	Printer or Scanner/Xerox Printer	87	
d93b22f2a26ce324ef512858d6a331a4	1,3,6,12,15,28,40,41,42,119	Operating System/Linux OS/Generic Linux	87	
02130aa2e588de8e74f7317ad852272b	1,3,6,12,15,28,42,40,44,46	Printer or Scanner/Brother Printer	87	
75c1aaebcd1c703be383de5dd18289a0	1,3,6,15,44,46	Printer or Scanner/Konica Minolta Printer/Konica Minolta Multifunction Printer	87	
7615073d769798bac9000e3c2a60c8ba	1,3,6,7,12,15,17,43,60,66,67,175,203	Thin Client/Generic Thin Client	87	
2b6b05846a22bd9bfb6a987a98f2a170	54,59,83,101,114,61,57,52,50,49,80,89,51,59,255	Printer or Scanner/Lexmark Printer	87	
384fa6c0b7c34ac0dc469ea4c5f13f22	1,28,15,6,3	Internet of Things (IoT)/PHAST Electronics	87	
bf4f2f92032d27bc60cbd4d20e50777e	1,3,44,6,7,12,15,22,54,58,59,18,144	Printer or Scanner/HP Printer	87	
a625fa1de27a56a95b90ff58d99cb5bc	1,3,6,15,43,44,46,47	Router, Access Point or Femtocell/Router/Gemtek Wireless Router	87	
9be8f83c2048cfbcb2ad16fd95df5251	3,6,15,112,113,78,79,95,252,44,47	Operating System/Apple OS/Mac OS X or macOS/Mac OS X	87	
4bbdb01f3115faa8d3c88e0d41decf7c	1,6,54,69,42,50,4,3,51,12,116	Switch and Wireless Controller/3Com Switches/3Com 4400 SE Switch	87	
f636345cea080f1fb510e7c3a69f6e55	1,28,1,3	VoIP Device/Nortel VoIP/Nortel IP Phone	87	
6ee76da2855a5dd932de9a278c47a103	1,15,3,6,44,46,47,31,33,121,249,43,0,168,112,64	Operating System/Windows OS/Microsoft Windows Kernel 6.x/Microsoft Windows Kernel 6.0	87	
1c7900b822a4cf67f1534717b24673f9	1,3,6,15,28,33,51,58,59,121	Samsung Android	50	
843b28c5f7a3056e80f1c940cb440c14	1,28,3,15,6,12,2,42,48,161,162,184,185,163,164,188,189,181,182,190,186,187	Thin Client/Wyse Technology Thin Client	87	
8dee8bbae755b7118a2f10045e5667f4	1,3,6,12,15,28,40,41,42,44,46,47	Router, Access Point or Femtocell/Router/D-Link Wireless Router	87	
1ab731fa44876965da26f35061b1daa1	1,3,6,12,15,28,44,46,47,33,249	Operating System/Windows OS/Microsoft Windows Kernel 6.x/Microsoft Windows Kernel 6.0	87	
1ebed1f7c89fd0125c2a69ec1c309fcb	1,3,6,44,46,47,12,15,17,23,28,29,31,33	Router, Access Point or Femtocell/Router/D-Link Wireless Router	87	
2c36908444b6672be938e5b516fe473e	1,3,5,6,32,13,15,17,23,28,42,50,51,53,54,56,66,67	Samsung S8500	50	
e34acfd6b8b9699b3401b540c5b6b1e8	1,3,6,15,44,46,47,137,215	Thin Client/Neoware Capio Windows CE	87	
0efefd37ad783cd12af365e0f182c24f	1,66,6,15,44,3,67,33,150,43	Router, Access Point or Femtocell/Wireless Access Point/Cisco WAP	87	
3aa3d309498e0b8911bee164a739f391	1,3,43,44,46,47,6,33,121,249	Router, Access Point or Femtocell/Router/TP-Link Wireless LAN Router	87	
67b79680e88a63dd139d11830c7425ce	1,3,6,15,28,33	Operating System/Other OS/OS/2 Warp	39	
ef94aa50665b8e8f810edffc58632c64	1,3,28,6,15,44,46,69,12,81	Printer or Scanner/Xerox Printer	87	
96f153db323a02faaeabd4b69d0691fd	1,3,6,12,15,28,44	Router, Access Point or Femtocell/Router/Cisco/Linksys Router	87	
8d144bc30f7296d23b07d843c3dae19f	1,3,6,12,15,28,44,33,249	Router, Access Point or Femtocell/Router/Cisco/Linksys Router	87	
1a17e1cea20836ead55174c2acbd3b68	1,28,3,43,128,131,144,157,188,191,205,219,223,224,227,230,232,235,238,241,244,247,249,251,254,58,59,66,6,15	VoIP Device/Nortel VoIP/Nortel IP Phone	87	
e034c70ba2561e846a90e3dbd05a3b39	1,3	Operating System/Windows OS	87	
85bed46a040f83911d1688fc20ad338f	1,3,6,12,15,4,43,44,60,42,28	Router, Access Point or Femtocell/Wireless Access Point/Aruba WAP	87	
30cbdd104805d746d915e20e6a07bece	1,28,2,3,15,6,12,43	Router, Access Point or Femtocell/Wireless Access Point/HP Procurve WAP/HP ProCurve Access Point	87	
5cadd2a4a15266440d75ba27a9ea26a6	6,3,1,15,66,67,13,44,12	HP Printer	50	
1631725c14cf670618ef741c592cfb5e	1,3,6,15,33,44,46,47,121,249,43	Router, Access Point or Femtocell/Router/D-Link Wireless Router	87	
6e74be03487c3a9154c0a05e2be8dc82	1,121,33,3,6,15,28,51,58,59,119	Operating System/Google OS/Android OS	87	
6f74bae5cad31087fa5e3522139c89b0	1,3,28,6,12,15,26,42,242,120	Video Conferencing/Tandberg	73	
500286974a37eb5e9f499ae84eda5e9d	1,3,42,6,7,15,58,59,44,66,150,151	VoIP Device/Cisco VoIP/Cisco/Linksys SPA series IP Phone	87	
29c9e3acee49c51b938ca0b43fe1019d	1,3,4,23,67,66	Switch and Wireless Controller/HP ProCurve Switches	87	
61f3da60e6734e3926c4700b4a6ca502	6,3,1,15,66,67,13,44,12,81	Printer or Scanner/HP Printer	87	
eced511960251a430afcf15aaa412d3d	3,6,12,15,17,23,28,29,31,33,40,41,42,119	Operating System/Linux OS/Generic Linux	87	
7daf9f6592561d1767bfdc7d0383aab7	1,3,6,15,28,12,7,9,42,48,49	Audio, Imaging or Video Equipment/Video Equipment (Smart TV, Smart Players, etc.)/Sony TV	87	
46ee5f48a1c1b98456d7c54c5c678f96	78,79	Network Boot Agent/Novell Netware Client	87	
c0cbec608fde77b1ca424a816ac0f769	1,3,6,7,12,15,28,40,41,42,225,226,227,228,229,230,231	Router, Access Point or Femtocell/Wireless Access Point/Aerohive WAP	87	
fb068f7c1f14fabeb2ee04a17b9b7162	6,3,1,15,66,67,13,12,44	Printer or Scanner/Brother Printer	87	
36f3aa371ad6653edb6ee7c0459becd4	1,3,6,15,28,12,7,9,42,48,49,26	Network Boot Agent/Anaconda (RedHat) Installer	87	
9d85cd241c5dbc63dca980e5993c4e15	1,28,2,3,15,6,12,121,249,33,252,42	Operating System/Linux OS/Debian-based Linux	87	
8db89aa8a5764f4ac90ec576a13edd0b	1,3,43,54,60,67,128,129,130,131,132,133,134,135	Network Boot Agent/PXE	87	
b058c79c8f3a6bd557fc254d78fa9e11	1,121,249,3,6,12,15,28,33,43	N300 Wireless Router	50	
49d8b4d4301a19d48bd14e062bdef215	1,3,6,12,15,17,28	Thin Client/Generic Thin Client	87	
f8daa2dd03fec4845614f55a72dee9ba	1,3,6,15,44,46,47,31,33,43	VoIP Device/Clipcomm IP Phone	87	
7dd9f4e6bd7823eced45d49e6991915d	1,28,3,15,6,12,44	Router, Access Point or Femtocell/Wireless Access Point/Bluesocket WAP/Bluesocket BSC	87	
7186ad52211b3197376a60ccd49fef22	1,2,3,4,6,15,42,54,160,66,43	VoIP Device/Polycom VoIP/Polycom Conference IP Phone	87	
b5cd0b6b9dd7d6d116d93fe9436ff73c	1,3,6,7,15,66,151,152,43,128,129,130	VoIP Device/Polycom VoIP/Polycom Conference IP Phone	87	
7577c2c127ef294ee6df8f167ab02fd6	1,28,3,6,15,44	Router, Access Point or Femtocell/Wireless Access Point/Cisco WAP	87	
649d32d25b1310e1112b2b5d3befa13a	1,3,58,59,6,15	Audio, Imaging or Video Equipment/Extron/Extron TouchLink Touchpanels	87	
b483e62383e65a05bec84efa7ceb69d6	1,3,6,12,15,28,44,212	Router, Access Point or Femtocell/Router/Quanta Microsystems Router	87	
f5fd0ec3afebf24060f19db6e5aa0372	1,28,3,43,128,131,144,157,188,191,205,219,223,232,247,251,58,59	VoIP Device/Nortel VoIP/Nortel IP Phone	87	
2e54a7a0f24b40bf6eb4c06ad62ca919	1,2,3,4,5,6,11,12,13,15,16,17,18,22,23,28,40,41,42,43,50,51,54,58,59,60,66,67,128,129,130,131,132,133,134,135	Network Boot Agent/PXE	87	
535152e93ebc04f7306f95729a6d23ae	2,3,6	Xbox 360	50	
95509399a82c281da7319b7cdc3d4c01	3,6,15,112,113,78,79,95,44,47	Operating System/Apple OS/Mac OS X or macOS/Mac OS X	87	
8a43225bde8a77248b458ad4e4e00c9f	58,59,1,28,121,33,3,12,119,15,6,40,41,42,26,17,120,9,7,44,45,47	Datacenter Appliance/VMware vCenter Server Appliance	73	
904f0dadc3cf925103e67f571719e8aa	1,28,3,43,44,46,47,6	Router, Access Point or Femtocell/Router/TP-Link Wireless LAN Router	87	
d1741146dfa778102c2efb5617360b50	1,3,6,12,15,28,42,125	Samsung SMART-TV	50	
12e32964a4a9996245076255e1926f30	1,3,5,6,12,15,44,46,47,155,156,157,158,159,160,161,162,163,164,165,166,167,168,186,187	Audio, Imaging or Video Equipment/IP Camera/Tattile IP Camera	87	
f38236d012acba5b3be983cc9857cd16	66,160,7,54,42,15,6,4,3,2,1	VoIP Device/Spectralink	87	
31acb722c634a5eb878de548a21dcee9	1,3,6,15,33,42,44,45,46,47,69,70,71,74,78,79	Operating System/Apple OS/Mac OS/Mac OS 9	87	
2ebe77e577b2f394569fe1db28c40713	1,3,6,12,15,42,43	VoIP Device/Mediatrix VoIP Adapter	94	
236e83df37a3c463a7972c55cef0ddb1	1,3,6,120	Operating System/Embedded OS/Java ME OS	73	
9d18268b75fcab6f49a0c995900a19b0	1,15,3,6,44,46,47,31,33,121,249,43,0,192,176,112	Operating System/Windows OS/Microsoft Windows Kernel 6.x/Microsoft Windows Kernel 6.1	87	
ec52c950dd503bf12edb385498b6aaa7	1,3,6,15,119,95,252,44,46	Operating System/Apple OS	87	
5ef958528b148b160e7f6935d78236d6	1,3,6,7,12,15,28,40,41,42,225,226,227,228	Router, Access Point or Femtocell/Wireless Access Point/Aerohive WAP	87	
2d38986fceb3356eedac7d267b43b9c6	1,3,6,42,12,15,31,33,43	Point of Sale Device/PCS Revenue Control Systems	87	
b2155371e8c2f112e4a530964ab850db	50,1,3,12,15,51,58,59,6,42,69,70	Projector/NEC Projectors	87	
52417472744907ea79ecbadbafe678cc	1,3,6,15,119,112,113,78,79,95,252	Operating System/Apple OS/Mac OS X or macOS/Mac OS X	87	
b7e0e3c345907e90833741b4b4794da0	58,59,1,28,121,33,3,12,119,15,6,40,41,42,26	Operating System/Linux OS/Gentoo Linux	87	
53396bad1f2b8c1b10f73bf5e36c2f40	1,2,3,6,12,15,28,42,43,66,120,125	VoIP Device/Grandstream VoIP	88	
e1d2a7161f861f3629e6e2b233d7409b	6,3,1,15,66,67,13,43,58,59,42,2,12	Monitoring and Testing Device/APC/APC UPS	87	
